Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
0,14,1,7,1,13,0.26315789473684204,2,3,3,3,6,0.26315789473684204,0,0,1,0,0,0,0.05660377358490565,1,2,6,13,3,0.6181015452538631,0,1,6,11,3,0.6461538461538461,0,12.4,0.5,1.79,0
0,0,5,14,1,0,0.3263157894736841,0,2,2,2,2,0.27473684210526317,0,0,1,1,0,0,0.018867924528301883,0,0,6,6,4,0.6754966887417219,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0
0,0,2,8,1,0,0.3999999999999999,0,2,13,2,7,0.2673684210526317,1,0,0,1,0,0,0.09433962264150941,0,0,5,5,5,0.7841059602649006,0,0,5,5,5,0.8507692307692307,0,8.9,1.4,3.51,2
0,0,6,11,1,0,0.08421052631578951,0,0,2,2,2,0.05894736842105264,1,1,0,1,0,0,0.09433962264150941,0,0,7,9,5,0.737907284768212,0,0,8,9,7,0.7723076923076921,0,11.1,0.6,2.02,2
0,7,1,14,1,0,0.26315789473684204,0,0,27,5,5,0.2778947368421052,0,0,0,0,0,0,0.05660377358490565,0,0,6,7,4,0.6887417218543046,0,0,6,7,5,0.7430769230769231,0,12.4,0.5,1.79,0
0,11,1,16,0,0,0.4010526315789473,0,21,26,9,9,0.15473684210526306,0,0,0,1,0,0,0.22641509433962265,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,0
0,7,1,16,0,0,0.6210526315789473,0,22,27,4,5,0.41157894736842104,0,0,0,1,0,0,0.13207547169811323,0,0,5,9,2,0.609271523178808,0,0,5,11,3,0.7717948717948717,1,7.6,2.6,0.32,1
0,7,2,9,1,0,0.368421052631579,0,12,13,9,9,0.3431578947368421,1,0,0,1,0,0,0.018867924528301883,0,0,6,6,6,0.6181015452538631,0,0,6,8,5,0.7107692307692307,0,11.1,0.6,2.02,2
0,7,6,11,1,0,0.3894736842105262,0,21,13,7,7,0.39368421052631586,1,0,0,1,0,1,0.09433962264150941,0,0,7,8,6,0.7161147902869757,0,0,8,9,7,0.7415384615384615,0,11.1,0.6,2.02,2
0,14,1,2,0,13,0.368421052631579,0,0,13,9,9,0.4042105263157896,0,0,0,1,0,1,0.07547169811320753,0,3,6,6,6,0.609271523178808,0,2,6,7,6,0.7153846153846154,0,12.4,0.5,1.79,2
0,0,1,9,1,0,0.463157894736842,0,21,27,9,9,0.32736842105263153,0,0,0,1,0,1,0.037735849056603765,0,0,6,7,5,0.6534216335540839,0,0,6,7,6,0.691025641025641,0,12.7,3.7,-1.7,2
0,11,1,10,1,0,0.368421052631579,0,12,27,9,7,0.1947368421052631,0,0,0,1,0,1,0.13207547169811323,0,0,6,6,6,0.7240618101545253,0,0,6,6,6,0.7628205128205128,0,12.4,0.5,1.79,2
0,0,1,11,1,0,0.463157894736842,0,21,27,6,6,0.2768421052631578,1,0,0,1,0,1,0.037735849056603765,0,0,8,10,6,0.6269315673289183,0,0,8,10,6,0.6371794871794871,0,9.4,-0.8,-3.12,1
0,0,1,14,1,0,0.33684210526315783,0,0,13,7,7,0.28210526315789464,1,0,0,1,0,1,0.05660377358490565,0,0,6,11,4,0.7417218543046358,0,0,6,12,3,0.5923076923076923,0,9.4,-0.8,-3.12,1
0,0,3,7,1,0,0.7578947368421052,0,21,26,11,11,0.6768421052631579,0,0,0,1,0,0,0.037735849056603765,0,0,5,7,5,0.7795648060548722,0,0,5,5,5,0.8507692307692307,0,7.6,2.6,0.32,2
0,11,1,16,0,0,0.368421052631579,0,22,27,9,9,0.26315789473684204,0,0,0,1,0,0,0.18867924528301888,0,0,5,12,5,0.5615894039735099,0,0,5,10,5,0.5923076923076923,0,9.4,-0.8,-3.12,0
0,0,1,11,1,0,0.368421052631579,0,0,13,5,5,0.35894736842105246,1,0,0,1,0,0,0.018867924528301883,0,0,7,9,7,0.6910963944076527,0,0,8,10,8,0.7320384615384615,0,15.5,2.8,-4.06,2
1,3,1,10,1,2,0.368421052631579,0,0,2,4,3,0.368421052631579,0,0,0,1,0,0,0.4150943396226415,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,0
0,11,1,7,1,14,0.35789473684210527,0,2,2,2,2,0.6347368421052633,1,0,0,1,0,0,0.18867924528301888,0,0,6,9,5,0.6887417218543046,0,5,11,13,10,0.6946153846153846,0,12.4,0.5,1.79,0
0,7,1,11,1,0,0.4842105263157894,0,22,27,7,10,0.4715789473684211,1,0,0,1,0,0,0.018867924528301883,0,0,8,8,8,0.7912582781456954,0,0,8,8,8,0.8041923076923077,0,9.4,-0.8,-3.12,2
0,0,3,1,1,0,0.3157894736842104,0,22,26,4,9,0.2126315789473685,1,0,0,1,0,0,0.018867924528301883,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,1
0,0,2,11,1,0,0.3157894736842104,0,12,13,9,9,0.20947368421052626,0,0,0,1,0,0,0.018867924528301883,0,0,7,8,6,0.6958057395143488,0,0,8,12,7,0.658076923076923,0,16.2,0.3,-0.92,2
0,14,1,9,1,13,0.368421052631579,0,12,0,9,9,0.388421052631579,0,0,0,1,0,1,0.07547169811320753,0,3,6,7,6,0.6357615894039735,0,2,6,7,6,0.6461538461538461,0,13.9,-0.3,0.79,2
0,7,3,1,1,0,0.3999999999999999,0,0,26,4,7,0.3263157894736841,1,0,0,1,1,1,0.037735849056603765,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,1
0,7,1,4,1,0,0.33684210526315783,0,0,0,3,4,0.3705263157894736,1,0,0,1,1,0,0.037735849056603765,0,0,6,6,5,0.6039735099337749,0,0,6,8,1,0.5384615384615384,0,10.8,1.4,1.74,1
0,13,1,4,1,0,0.2210526315789474,0,0,0,3,3,0.27263157894736856,0,0,0,1,1,0,0.13207547169811323,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,1
3,12,1,11,1,11,0.4010526315789473,0,0,0,5,5,0.3263157894736841,1,0,0,1,1,0,0.22641509433962265,0,2,7,10,5,0.6304635761589404,0,1,8,10,5,0.5923076923076923,0,13.9,-0.3,0.79,0
0,0,3,1,1,0,0.463157894736842,0,12,13,5,3,0.34947368421052616,1,0,0,1,1,1,0.037735849056603765,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,2
0,14,1,3,1,13,0.368421052631579,0,12,26,9,9,0.368421052631579,1,0,0,1,1,0,0.1132075471698113,0,0,6,8,6,0.6660359508041627,0,0,6,7,6,0.6692307692307692,0,8.9,1.4,3.51,2
0,0,3,8,1,0,0.3157894736842104,0,0,27,7,7,0.26421052631578945,0,0,1,1,1,0,0.037735849056603765,0,0,5,8,5,0.5933774834437086,0,0,5,10,4,0.5788461538461538,3,16.2,0.3,-0.92,0
0,11,1,10,1,0,0.6842105263157894,0,12,26,7,10,0.05263157894736836,0,0,0,1,1,0,0.169811320754717,0,0,6,7,6,0.6357615894039735,0,0,6,8,5,0.5815384615384616,0,12.7,3.7,-1.7,1
0,7,1,8,1,0,0.5578947368421052,0,22,26,5,5,0.41052631578947363,0,0,0,1,1,0,0.018867924528301883,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1
0,7,1,11,1,0,0.5789473684210527,0,21,13,8,4,0.3768421052631581,0,0,0,1,1,0,0.13207547169811323,0,0,7,8,7,0.6344370860927152,0,0,8,8,8,0.7403846153846153,0,13.9,-0.3,0.79,2
0,0,1,1,1,0,0.4842105263157894,0,12,13,5,10,0.42947368421052645,1,0,0,1,1,0,0.037735849056603765,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0
0,7,4,10,1,0,0.2421052631578946,0,22,26,5,7,0.1757894736842105,1,0,0,1,1,0,0.018867924528301883,0,0,6,12,3,0.6181015452538631,0,0,6,12,1,0.6461538461538461,0,12.4,0.5,1.79,0
0,0,2,14,1,0,0.49473684210526314,0,22,27,9,9,0.3989473684210527,1,0,0,1,1,0,0.018867924528301883,0,0,6,8,6,0.6534216335540839,0,0,6,11,3,0.6641025641025641,0,10.8,1.4,1.74,2
0,7,3,8,1,0,0.26315789473684204,0,12,13,4,7,0.21578947368421053,1,0,1,1,1,0,0.018867924528301883,0,0,5,8,3,0.5474613686534217,0,0,5,11,3,0.5846153846153846,0,10.8,1.4,1.74,0
0,8,4,10,1,0,0.11578947368421044,0,12,26,7,7,0.11578947368421044,1,0,0,1,1,1,0.07547169811320753,0,0,6,8,4,0.5562913907284768,0,0,6,11,1,0.5923076923076923,0,9.4,-0.8,-3.12,0
0,7,4,14,1,0,0.27368421052631575,0,0,13,9,8,0.26631578947368406,1,0,1,1,1,1,0.037735849056603765,0,0,6,6,6,0.7240618101545253,0,0,6,6,6,0.717948717948718,0,8.9,1.4,3.51,2
0,7,4,11,1,0,0.5789473684210527,0,22,26,9,9,0.3768421052631581,0,0,0,1,1,1,0.09433962264150941,0,0,7,7,7,0.7863765373699148,0,0,8,9,8,0.8106837606837606,0,16.2,0.3,-0.92,2
1,11,1,2,0,0,0.26315789473684204,0,21,26,9,6,0.2315789473684211,0,0,0,1,1,0,0.3018867924528302,0,0,6,8,6,0.6357615894039735,0,0,6,6,6,0.6282051282051281,0,10.8,1.4,1.74,2
0,0,6,15,1,0,0.19999999999999996,0,12,13,9,9,0.15999999999999992,1,0,0,1,1,0,0.05660377358490565,0,0,6,8,5,0.6463576158940397,0,0,6,7,5,0.6569230769230768,0,10.8,1.4,1.74,0
0,11,1,16,0,1,0.4736842105263157,0,2,2,2,2,0.6389473684210525,1,0,0,1,1,0,0.33962264150943394,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,0
0,11,1,3,1,3,0.6842105263157894,0,2,2,4,2,0.8989473684210527,0,0,1,1,1,0,0.13207547169811323,0,6,12,17,6,0.6445916114790287,0,7,12,14,10,0.7161538461538461,0,12.4,0.5,1.79,0
0,7,1,10,1,0,0.26315789473684204,0,12,13,4,4,0.32105263157894726,0,0,0,1,1,0,0.018867924528301883,0,0,5,6,5,0.6357615894039735,0,0,5,8,3,0.6102564102564102,0,12.7,3.7,-1.7,1
1,11,1,2,0,0,0.368421052631579,0,21,26,9,6,0.1578947368421053,1,0,0,1,0,0,0.3018867924528302,0,0,6,7,6,0.5827814569536424,0,0,6,11,5,0.5923076923076923,0,9.4,-0.8,-3.12,2
0,12,1,11,1,0,0.6842105263157894,0,21,27,9,7,0.6947368421052631,1,0,0,1,0,1,0.09433962264150941,0,0,8,8,7,0.6929801324503311,0,0,8,8,7,0.7043076923076923,0,10.8,1.4,1.74,2
0,11,1,13,1,0,0.26315789473684204,0,0,13,4,5,0.05263157894736836,0,0,0,1,0,1,0.15094339622641512,0,0,5,7,4,0.5562913907284768,0,0,5,7,5,0.6246153846153846,0,9.4,-0.8,-3.12,2
0,7,1,4,1,0,0.3052631578947369,0,12,27,4,0,0.23789473684210516,1,0,0,1,1,0,0.05660377358490565,0,0,6,9,6,0.565121412803532,1,0,6,6,5,0.603076923076923,0,7.6,2.6,0.32,2
0,0,6,8,1,0,0.5052631578947369,0,22,26,9,9,0.354736842105263,1,0,0,1,1,0,0.1132075471698113,0,0,5,6,4,0.7417218543046358,0,0,5,5,5,0.7430769230769231,0,11.1,0.6,2.02,1
0,13,2,6,1,0,0.21052631578947367,0,22,13,9,6,0.18105263157894735,1,0,1,1,1,0,0.018867924528301883,0,0,5,9,2,0.5298013245033113,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,1
0,11,1,11,1,0,0.4010526315789473,0,0,0,4,10,0.06105263157894725,0,0,0,1,1,0,0.13207547169811323,0,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,0
0,7,2,14,1,0,0.4010526315789473,13,12,0,9,9,0.10526315789473673,1,0,0,0,0,0,0.07547169811320753,1,0,6,6,6,0.7417218543046358,0,0,6,6,6,0.7269230769230769,0,8.9,1.4,3.51,2
0,5,1,7,1,0,0.4010526315789473,13,0,0,4,4,0.05263157894736836,0,0,0,1,0,0,0.169811320754717,1,0,6,7,2,0.6357615894039735,1,0,6,6,0,0.0,0,8.9,1.4,3.51,0
1,11,1,15,1,7,0.4010526315789473,0,21,23,0,0,0.21578947368421053,0,0,0,1,0,0,0.4150943396226415,0,0,6,12,3,0.6710816777041942,0,0,6,14,0,0.0,1,7.6,2.6,0.32,0
1,11,1,2,0,0,0.4010526315789473,0,21,13,9,9,0.19999999999999996,0,0,0,1,0,0,0.5094339622641508,0,2,8,11,8,0.6291390728476821,0,0,6,7,6,0.6641025641025641,0,12.7,3.7,-1.7,2
0,5,1,6,1,0,0.368421052631579,11,22,2,9,2,0.4421052631578948,1,0,0,1,1,0,0.037735849056603765,1,0,5,9,5,0.7417218543046358,0,0,5,11,3,0.7134615384615384,0,13.9,-0.3,0.79,1
0,0,5,14,1,0,0.42105263157894735,0,21,0,5,5,0.3147368421052632,1,0,0,1,0,0,0.018867924528301883,0,0,6,6,6,0.7240618101545253,0,0,6,6,6,0.717948717948718,0,8.9,1.4,3.51,2
0,0,5,11,1,0,0.3894736842105262,0,21,26,7,7,0.26631578947368406,1,0,0,1,0,1,0.018867924528301883,0,0,7,7,7,0.7284768211920529,0,0,8,9,8,0.7795726495726496,0,12.4,0.5,1.79,2
0,0,1,5,1,0,0.42105263157894735,0,0,1,9,1,0.4136842105263159,1,0,0,1,0,0,0.037735849056603765,0,0,5,7,5,0.752317880794702,2,0,5,7,5,0.7430769230769231,0,12.7,3.7,-1.7,1
0,0,4,11,1,0,0.21052631578947367,0,2,2,2,2,0.17368421052631566,1,0,1,0,0,0,0.037735849056603765,0,0,7,10,4,0.6336423841059603,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,0
0,16,1,5,1,15,0.368421052631579,0,22,27,9,9,0.35578947368421066,0,0,0,1,0,0,0.07547169811320753,0,7,10,12,8,0.6821192052980133,0,4,9,14,5,0.7215384615384615,0,8.9,1.4,3.51,0
0,0,4,1,1,0,0.4010526315789473,0,0,0,9,10,0.1578947368421053,1,0,0,1,0,0,0.05660377358490565,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,2
1,11,1,2,0,0,0.368421052631579,0,21,26,6,5,0.1947368421052631,1,0,0,1,0,0,0.3584905660377358,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0
3,11,1,3,1,8,0.4010526315789473,0,21,26,9,6,0.6842105263157894,0,0,0,1,0,0,0.490566037735849,0,13,18,19,18,0.7751829905890554,0,10,13,14,13,0.7662721893491123,1,15.5,2.8,-4.06,2
0,8,1,15,1,0,0.2947368421052632,0,12,13,9,7,0.23578947368421055,1,0,0,1,0,0,0.037735849056603765,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,0
0,15,1,4,1,0,0.368421052631579,0,2,0,2,8,0.2863157894736843,0,0,1,1,0,0,0.05660377358490565,0,4,10,12,10,0.6887417218543046,0,5,11,11,11,0.6608391608391607,0,11.1,0.6,2.02,2
0,0,2,9,1,0,0.28421052631578947,0,21,27,4,7,0.24421052631578943,1,0,0,1,0,0,0.037735849056603765,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,0
0,0,1,5,1,0,0.18947368421052624,0,0,0,4,4,0.12315789473684213,1,0,0,1,0,0,0.05660377358490565,0,0,6,15,4,0.752317880794702,0,0,6,17,4,0.7134615384615384,0,15.5,2.8,-4.06,0
0,0,5,11,1,0,0.16842105263157903,0,2,3,4,3,0.1389473684210527,1,0,0,1,0,0,0.05660377358490565,0,2,7,9,6,0.7028697571743929,0,0,7,10,5,0.6623076923076923,0,12.4,0.5,1.79,0
0,7,2,15,1,0,0.4010526315789473,0,12,0,9,3,0.12631578947368416,1,0,0,1,0,0,0.05660377358490565,0,0,7,12,6,0.6181015452538631,0,0,7,10,3,0.7,0,16.2,0.3,-0.92,1
0,0,1,9,1,0,0.49473684210526314,0,21,26,6,7,0.43263157894736826,1,0,0,1,0,0,0.018867924528301883,0,0,6,8,6,0.7341532639545885,0,0,6,6,6,0.8076923076923076,0,13.9,-0.3,0.79,2
0,7,2,8,1,0,0.2947368421052632,0,0,27,4,7,0.2136842105263157,1,0,0,1,0,1,0.018867924528301883,0,0,5,9,3,0.6887417218543046,0,0,5,11,3,0.5923076923076923,0,8.9,1.4,3.51,1
0,0,1,5,1,0,0.3789473684210527,0,12,13,9,9,0.4715789473684211,1,0,0,1,0,0,0.037735849056603765,0,0,5,6,5,0.7099337748344371,0,0,5,5,5,0.6892307692307692,0,10.8,1.4,1.74,2
0,0,3,14,1,0,0.6631578947368422,0,0,27,4,7,0.6526315789473685,1,0,0,1,0,0,0.018867924528301883,0,0,6,6,6,0.6710816777041942,0,0,6,7,6,0.6769230769230768,0,10.8,1.4,1.74,2
0,7,2,11,1,0,0.28421052631578947,0,21,26,9,9,0.3789473684210527,1,0,0,1,0,0,0.018867924528301883,0,0,7,7,6,0.6631346578366445,1,0,7,7,6,0.6739743589743589,1,7.6,2.6,0.32,0
0,13,1,11,1,0,0.368421052631579,0,22,27,9,5,0.05263157894736836,0,0,0,1,0,0,0.05660377358490565,0,0,7,11,6,0.6154525386313466,0,0,7,7,7,0.7,0,13.9,-0.3,0.79,1
